200 200
4 139 4.0
4 140 3.1
4 141 6.8
4 142 6.5
4 143 4.4
4 144 2.7
4 145 7.0
4 146 3.3
4 147 2.1
4 148 7.6
4 149 2.6
4 150 6.8
4 151 0.2
4 152 8.5
4 153 8.5
4 154 6.0
4 155 3.2
4 156 6.7
4 157 5.3
4 158 8.5
4 159 2.5
4 160 2.6
4 161 0.7
4 162 5.1
4 163 8.9
4 164 6.1
4 165 5.3
4 166 8.2
4 167 9.6
4 168 7.4
4 169 3.4
4 170 3.6
4 171 0.4
4 172 0.2
4 174 4.9
4 175 2.9
4 176 7.1
4 177 8.2
4 178 5.1
4 179 4.7
4 180 0.8
4 181 1.9
4 182 4.8
4 183 9.2
4 184 0.4
4 185 0.8
4 186 2.4
4 187 7.1
4 188 6.1
4 189 0.9
4 190 9.6
4 191 8.7
4 192 1.7
4 193 4.8
4 194 7.6
4 195 7.8
4 197 5.8
4 198 7.4
4 199 7.4
4 200 9.2
5 1 1.0
5 2 7.9
5 3 9.5
5 4 1.0
5 5 2.7
5 6 2.4
5 7 8.1
5 8 1.0
5 9 7.5
5 10 2.8
5 11 1.7
5 12 9.4
5 13 7.6
5 14 1.0
5 15 9.8
5 16 8.5
5 17 3.4
5 18 6.9
5 19 4.6
5 20 4.3
5 21 6.5
5 22 3.2
5 23 6.0
5 24 1.3
5 25 0.8
5 26 3.8
5 27 1.4
5 28 6.6
5 29 1.1
5 30 8.8
5 31 5.8
5 32 2.1
5 33 6.7
5 34 5.3
5 35 3.1
5 36 9.4
5 37 7.7
5 38 1.2
5 39 0.4
5 40 5.1
5 41 4.0
5 42 2.1
5 43 4.5
5 44 1.6
5 45 3.1
5 46 4.3
5 48 6.5
5 49 1.3
5 50 4.6
5 51 0.8
5 52 7.8
5 53 7.9
5 54 6.8
5 55 9.1
5 56 8.7
5 57 0.6
5 58 0.5
5 59 5.3
5 60 1.8
5 61 9.3
5 62 1.1
5 63 3.9
5 64 6.0
5 65 6.4
5 66 7.0
5 67 5.4
5 68 4.1
5 69 8.2
5 70 5.8
5 71 9.2
5 72 2.2
5 73 7.9
5 74 3.7
5 75 3.8
5 76 1.0
5 77 8.1
5 78 3.9
5 79 7.5
5 80 9.3
5 81 8.5
5 82 8.3
5 83 7.1
5 84 6.4
5 85 5.2
5 86 6.2
5 87 5.0
5 88 5.8
5 89 6.7
5 90 0.3
5 91 7.6
5 92 6.0
5 93 1.4
5 94 1.4
5 95 2.0
5 96 7.8
5 97 8.4
5 98 7.4
5 99 1.8
5 100 6.7
5 101 3.1
5 102 1.1
5 103 8.9
5 104 1.0
5 105 4.8
5 106 2.7
5 107 2.0
5 108 2.9
5 109 6.6
5 110 9.5
5 111 2.2
5 112 5.1
5 113 7.8
5 114 9.4
5 115 1.4
5 116 2.9
5 117 5.6
5 118 6.4
5 119 8.7
5 120 2.3
5 121 6.7
5 122 6.3
5 123 8.3
5 124 8.1
5 125 7.7
5 126 0.3
5 127 5.9
5 128 6.2
5 129 7.6
5 130 7.7
5 131 2.8
5 132 0.8
5 133 8.8
5 134 1.7
5 135 1.8
5 136 3.6
5 137 4.4
5 138 3.8
5 139 6.5
5 140 1.0
5 141 3.3
5 142 8.7
5 143 6.1
5 144 1.0
5 145 8.1
5 146 7.5
5 147 4.0
5 148 3.7
5 149 3.9
5 150 2.7
5 151 6.0
5 152 0.7
5 153 9.0
5 154 4.3
5 155 8.8
5 156 6.7
5 157 4.6
5 158 4.7
5 159 2.9
5 160 2.2
5 161 2.5
5 162 5.8
5 163 3.0
5 164 1.3
5 165 7.5
5 166 4.8
5 167 4.9
5 168 1.9
5 169 8.6
5 170 1.3
5 171 2.9
5 172 1.8
5 174 9.0
5 175 2.9
5 176 8.1
5 177 6.5
5 178 6.9
5 179 1.8
5 180 0.4
5 181 9.6
5 182 7.8
5 183 1.1
5 184 8.6
5 185 2.1
5 186 9.9
5 187 5.4
5 188 6.7
5 189 4.7
5 190 8.3
5 191 8.9
5 192 7.1
5 193 4.1
5 194 1.9
5 195 8.4
5 196 1.5
5 197 6.7
5 198 3.2
5 199 3.5
5 200 5.3
6 1 4.6
6 2 6.4
6 3 7.2
6 4 4.6
6 5 5.4
6 7 2.7
6 8 1.9
6 9 6.9
6 10 4.4
6 11 2.4
6 12 6.5
6 13 2.2
6 14 3.5
6 15 5.1
6 16 4.3
6 17 3.4
6 18 0.5
6 19 0.9
6 20 8.1
6 21 8.8
6 22 9.9
6 23 5.2
6 24 2.8
6 25 1.8
6 26 3.6
6 27 4.4
6 28 8.5
6 29 6.8
6 30 7.9
6 31 3.9
6 32 1.4
6 33 4.3
6 34 1.0
6 35 6.0
6 36 9.7
6 37 1.1
6 38 8.7
6 39 1.6
6 40 8.0
6 41 3.1
6 42 4.0
6 43 4.6
6 44 5.3
6 45 7.5
6 46 9.7
6 47 9.6
6 48 0.9
6 49 0.2
6 50 0.5
6 51 9.0
6 52 9.0
6 53 0.4
6 54 4.2
6 55 1.8
6 56 2.2
6 57 7.8
6 58 6.2
6 59 0.7
6 60 4.6
6 61 4.1
6 62 4.6
6 63 6.0
6 64 8.4
6 65 5.6
6 66 2.0
6 67 8.0
6 68 6.7
6 69 0.7
6 70 9.6
6 71 4.8
6 72 3.8
6 73 3.6
6 74 9.3
6 75 9.2
6 76 1.0
6 77 9.0
6 78 8.8
6 79 1.9
6 80 9.2
6 81 9.3
6 82 0.9
6 83 8.2
6 84 9.7
6 85 5.1
6 87 1.9
6 88 2.9
6 89 6.3
6 90 2.6
6 91 7.5
6 92 0.4
6 93 7.2
6 94 3.5
6 95 8.7
6 96 2.9
6 97 5.5
6 98 6.8
6 99 9.6
6 100 6.2
6 101 6.4
6 102 4.3
6 104 10.0
6 105 3.6
6 106 9.3
6 107 1.0
6 108 2.6
6 109 8.0
6 110 2.9
6 111 1.9
6 112 7.3
6 113 3.8
6 115 7.0
6 116 8.9
6 117 0.1
6 118 8.9
6 119 1.8
6 120 6.4
6 121 1.5
6 122 9.3
6 123 6.8
6 124 8.7
6 125 2.8
6 126 5.5
6 127 1.6
6 128 8.3
6 129 2.2
6 130 1.1
6 131 4.5
6 132 8.6
6 133 5.5
6 134 4.6
6 135 8.6
6 136 9.1
6 137 3.9
6 138 9.6
6 139 1.7
6 140 1.9
6 141 2.5
6 142 3.6
6 143 9.2
6 144 6.3
6 145 3.7
6 146 6.2
6 147 5.2
6 148 3.8
6 149 5.0
6 150 6.9
6 151 0.2
6 152 6.5
6 153 6.2
6 154 6.9
6 155 5.2
6 156 9.0
6 157 2.4
6 158 6.8
6 159 7.2
6 160 4.6
6 161 7.9
6 162 1.8
6 163 3.3
6 164 3.3
6 165 6.4
6 166 1.8
6 167 2.4
6 168 0.2
6 169 1.4
6 170 4.2
6 171 2.1
6 172 3.9
6 173 7.8
6 174 1.3
6 175 0.1
6 176 1.4
6 177 7.5
6 178 5.3
6 179 5.2
6 180 2.5
6 181 2.2
6 182 5.4
6 183 9.0
6 184 8.4
6 185 2.4
6 186 4.2
6 187 7.4
6 188 4.8
6 189 0.9
6 190 4.6
6 191 9.4
6 192 8.8
6 193 6.4
6 194 2.7
6 195 2.1
6 196 2.8
6 197 4.5
6 198 4.6
6 199 3.0
6 200 5.9
7 1 8.8
7 2 5.1
7 3 9.7
7 4 6.5
7 5 6.4
7 6 9.8
7 7 8.0
7 8 3.9
7 9 5.2
7 10 3.2
7 11 6.4
7 12 7.4
7 13 8.6
7 14 5.3
7 15 5.8
7 16 1.0
7 17 9.5
7 18 3.2
7 19 5.8
7 20 0.4
7 21 7.9
7 22 5.2
7 23 9.2
7 24 4.3
7 25 7.8
7 26 1.4
7 27 7.1
7 28 2.3
7 29 6.0
7 31 8.2
7 32 4.7
7 33 5.2
7 34 7.9
7 35 1.3
7 36 1.7
7 37 7.8
7 38 9.3
7 39 5.6
7 40 2.9
7 41 2.5
7 42 1.9
7 43 0.3
7 44 1.1
7 45 7.3
7 46 6.2
7 47 2.1
7 48 6.8
7 49 9.4
7 50 7.9
7 51 7.2
7 52 7.3
7 53 3.1
7 54 6.5
7 55 1.5
7 56 0.9
7 57 7.8
7 58 8.6
7 59 3.2
7 60 3.8
7 61 8.7
7 62 1.4
7 63 8.5
7 64 3.9
7 65 9.3
7 66 9.8
7 67 5.6
7 68 7.1
7 69 9.1
7 70 1.1
7 72 1.5
7 73 3.1
7 74 0.3
7 75 2.7
7 76 0.4
7 77 6.5
7 78 4.8
7 79 7.1
7 80 5.9
7 81 2.7
7 82 4.3
7 83 3.1
7 84 5.7
7 85 0.8
7 86 4.7
7 87 6.6
7 88 8.6
7 89 3.3
7 90 9.9
7 91 2.5
7 92 1.9
7 93 1.3
7 94 1.0
7 95 5.8
7 96 0.6
7 97 0.8
7 98 1.4
7 99 7.7
7 100 9.9
7 101 2.6
7 102 7.7
7 103 1.4
7 104 5.6
7 105 8.0
7 106 4.1
7 107 6.0
7 108 4.5
7 109 8.9
7 110 3.1
7 111 0.4
7 112 1.6
7 113 7.5
7 114 3.5
7 115 7.3
7 116 8.3
7 117 8.2
7 118 3.9
7 119 6.9
7 120 1.5
7 121 3.8
7 122 9.4
7 123 3.4
7 124 5.1
7 125 0.4
7 126 9.3
7 127 5.7
7 128 1.2
7 129 0.7
7 130 3.4
7 131 1.1
7 132 3.2
7 133 1.1
7 134 2.6
7 135 8.9
7 136 9.1
7 137 6.7
7 138 4.9
7 139 3.6
7 140 5.6
7 141 8.0
7 142 3.9
7 143 7.2
7 144 5.5
7 145 7.4
7 146 4.5
7 147 3.7
7 148 5.6
7 149 8.4
7 150 0.7
7 151 7.0
7 152 2.2
7 154 0.4
7 155 7.3
7 156 0.5
7 157 9.7
7 158 3.0
7 159 1.7
7 160 0.4
7 161 6.3
7 162 2.8
7 163 3.6
7 164 7.4
7 165 5.4
7 166 2.5
7 167 6.5
7 168 2.1
7 169 7.4
7 171 7.6
7 172 5.4
7 173 3.9
7 174 4.8
7 175 0.8
7 176 1.3
7 177 9.3
7 178 4.6
7 179 6.9
7 180 7.7
7 181 5.3
7 182 4.0
7 183 9.9
7 184 5.3
7 185 4.4
7 186 7.2
7 187 5.8
7 188 4.1
7 189 0.1
7 190 7.5
7 191 4.5
7 192 6.5
7 193 0.3
7 194 8.1
7 195 3.9
7 196 5.7
7 197 0.6
7 198 0.3
7 199 7.7
7 200 7.9
8 1 0.4
8 2 5.4
8 3 3.3
8 4 4.3
8 5 0.2
8 6 4.1
8 7 5.6
8 8 9.5
8 9 8.7
8 10 2.5
8 11 7.2
8 12 4.0
8 13 6.5
8 14 7.1
8 15 9.3
8 16 0.9
8 17 4.2
8 18 5.1
8 19 5.0
8 20 4.4
8 21 2.6
8 22 9.4
8 23 0.9
8 24 2.9
8 25 7.5
8 26 4.7
8 27 8.6
8 28 8.0
8 29 5.1
8 30 6.4
8 31 6.0
8 32 5.4
8 33 1.7
8 34 9.3
8 35 9.7
8 36 2.0
8 37 3.4
8 38 5.4
8 39 1.4
8 40 2.1
8 41 7.9
8 42 8.6
8 43 6.1
8 44 4.4
8 45 5.7
8 46 5.5
8 47 5.3
8 48 9.9
8 49 0.6
8 50 0.3
8 51 4.3
8 52 3.2
8 53 9.7
8 54 5.2
8 55 6.1
8 56 7.2
8 57 9.9
8 58 4.7
8 59 5.3
8 60 5.0
8 61 1.1
8 62 1.2
8 63 0.5
8 64 2.8
8 65 0.5
8 66 0.2
8 67 4.8
8 68 3.9
8 69 5.6
8 70 6.2
8 71 6.0
8 72 3.5
8 73 4.9
8 74 2.2
8 75 7.9
8 76 0.5
8 77 7.6
8 78 3.3
8 79 0.5
8 80 8.2
8 81 3.6
8 82 4.8
8 83 1.4
8 84 3.3
8 85 10.0
8 86 7.6
8 87 0.5
8 88 9.9
8 89 2.3
8 90 5.8
8 91 4.9
8 92 3.4
8 93 7.0
8 94 5.4
8 95 6.2
8 96 7.5
8 97 5.6
8 98 1.0
8 99 1.4
8 100 1.2
8 101 7.3
8 102 7.5
8 103 4.7
8 104 2.1
8 105 9.6
8 106 2.6
8 107 2.7
8 108 7.3
8 109 5.9
8 110 3.1
8 111 5.5
8 112 9.5
8 113 7.9
8 114 6.9
8 115 2.8
8 116 7.9
8 117 4.5
8 118 3.3
8 119 7.9
8 120 6.8
8 121 9.1
8 122 2.8
8 123 0.2
8 124 6.1
8 125 8.2
8 126 6.4
8 127 3.6
8 128 3.8
8 129 7.4
8 130 5.1
8 131 5.0
8 132 4.7
8 133 2.5
8 134 9.7
8 135 6.8
8 136 2.2
8 137 2.4
8 138 9.4
8 139 9.4
8 140 8.3
8 141 2.6
8 142 4.9
8 143 7.7
8 144 0.5
8 145 1.8
8 146 0.5
8 147 8.5
8 148 6.3
8 149 3.8
8 150 6.3
8 151 3.0
8 152 2.8
8 153 9.1
8 154 3.2
8 155 8.9
8 156 7.3
8 157 9.6
8 158 2.5
8 159 1.1
8 160 7.0
8 161 7.6
8 162 6.1
8 163 1.7
8 164 0.1
8 165 5.8
8 166 8.4
8 167 2.3
8 168 8.2
8 169 7.9
8 170 1.7
8 171 6.4
8 172 0.5
8 173 6.6
8 174 4.1
8 175 1.0
8 176 8.4
8 177 4.6
8 178 9.4
8 179 4.6
8 180 8.4
8 181 5.7
8 182 7.6
8 183 1.2
8 184 4.8
8 185 0.8
8 186 0.1
8 187 2.1
8 188 0.4
8 189 2.7
8 190 3.2
8 191 7.4
8 192 0.3
8 193 9.3
8 194 9.0
8 195 0.4
8 196 5.1
8 197 7.4
8 198 2.7
8 199 3.3
8 200 5.3
9 1 4.4
9 2 9.7
9 3 5.8
9 4 0.9
9 5 3.8
9 6 6.8
9 7 9.3
9 8 8.4
9 9 6.2
9 10 3.9
9 11 6.8
9 12 2.0
9 13 1.5
9 14 8.1
9 15 6.8
9 16 2.3
9 17 8.2
9 18 8.9
9 19 2.7
9 20 0.9
9 21 2.1
9 23 1.2
9 24 1.5
9 25 9.0
9 26 1.6
9 27 6.6
9 28 6.5
9 29 4.3
9 30 9.8
9 31 1.8
9 32 8.6
9 33 9.5
9 34 7.6
9 35 9.5
9 36 3.3
9 37 4.4
9 38 8.8
9 39 1.8
9 40 0.6
9 41 2.7
9 42 8.6
9 43 2.6
9 44 4.2
9 45 6.7
9 46 9.4
9 47 6.5
9 48 4.9
9 49 8.3
9 50 9.2
9 51 5.8
9 52 0.4
9 53 9.2
9 54 7.0
9 55 1.9
9 56 8.2
9 57 8.6
9 58 8.5
9 59 4.7
9 60 2.9
9 61 8.3
9 62 6.5
9 63 1.5
9 64 7.8
9 65 4.1
9 66 1.0
9 67 1.2
9 68 8.5
9 69 9.8
9 70 3.0
9 71 9.1
9 72 2.5
9 73 1.6
9 74 1.6
9 75 6.7
9 76 8.3
9 77 1.0
9 78 3.2
9 79 3.2
9 80 9.3
9 81 2.3
9 82 9.0
9 83 9.8
9 84 1.5
9 85 6.0
9 86 1.7
9 87 9.8
9 88 4.6
9 89 0.1
9 90 4.5
9 91 7.4
9 92 8.5
9 93 1.0
9 94 8.9
9 95 6.3
9 96 5.1
9 97 10.0
9 98 7.5
9 99 3.6
9 100 9.8
9 101 0.4
9 102 2.6
9 103 2.3
9 104 2.0
9 105 4.3
9 106 9.0
9 107 0.3
9 108 5.3
9 109 2.2
9 110 3.5
9 111 4.6
9 112 4.6
9 113 2.4
9 114 4.4
9 115 6.1
9 116 8.4
9 117 6.0
9 118 5.9
9 119 3.0
9 120 6.2
9 121 0.4
9 122 0.4
9 123 4.6
9 124 1.3
9 125 9.3
9 126 0.9
9 127 6.4
9 128 9.3
9 129 8.4
9 130 10.0
9 131 9.1
9 132 8.9
9 133 2.6
9 134 1.4
9 135 0.9
9 136 6.9
9 137 0.5
9 138 1.2
9 139 2.2
9 140 2.7
9 141 4.7
9 142 6.8
9 143 7.3
9 144 7.1
9 145 1.1
9 146 3.4
9 147 5.5
9 148 7.2
9 149 9.3
9 150 8.5
9 151 3.3
9 152 9.6
9 153 8.8
9 154 7.9
9 155 1.0
9 156 8.2
9 157 8.9
9 158 7.4
9 159 7.4
9 160 7.3
9 161 7.3
9 162 6.5
9 163 6.1
9 164 9.9
9 165 8.0
9 166 7.0
9 167 6.8
9 168 8.5
9 169 8.2
9 170 9.0
